PATIENT_ID,TMED4,TMED9
TCGA.CS.4938.01,9.904265811,11.0906616
TCGA.CS.4941.01,10.53808221,11.57509956
TCGA.CS.4942.01,10.23835697,11.25356388
TCGA.CS.4943.01,9.811633183,10.90020265
TCGA.CS.4944.01,10.3645396,11.72781412
TCGA.CS.5390.01,10.17720773,10.34859538
TCGA.CS.5393.01,10.34695689,10.61088642
TCGA.CS.5394.01,9.685365534,10.49849023
TCGA.CS.5395.01,10.57817453,11.12262096
TCGA.CS.5396.01,10.4148332,10.81216928
TCGA.CS.5397.01,10.485296,11.34995569
TCGA.CS.6186.01,10.41698748,11.46201652
TCGA.CS.6188.01,10.33402741,11.68405603
TCGA.CS.6290.01,9.56817655,11.06328721
TCGA.CS.6665.01,9.731361463,10.73222679
TCGA.CS.6666.01,9.875446807,10.78972925
TCGA.CS.6667.01,9.934385283,10.7424105
TCGA.CS.6668.01,10.39343336,10.50828999
TCGA.CS.6669.01,9.362316458,10.57913677
TCGA.CS.6670.01,9.779707866,10.89295257
TCGA.DB.5270.01,9.816674898,10.76982958
TCGA.DB.5273.01,9.730580522,11.40953414
TCGA.DB.5274.01,9.006657082,11.46769724
TCGA.DB.5275.01,9.854508444,11.02038969
TCGA.DB.5276.01,9.715419806,10.59466984
TCGA.DB.5277.01,10.07403439,10.53598488
TCGA.DB.5278.01,9.890647323,10.70812687
TCGA.DB.5279.01,10.68136141,10.69423599
TCGA.DB.5280.01,9.965914121,10.67713822
TCGA.DB.5281.01,9.945914903,10.61864245
TCGA.DB.A4X9.01,10.31676801,10.68045623
TCGA.DB.A4XA.01,9.942495445,10.96816997
TCGA.DB.A4XB.01,10.00407998,10.65089019
TCGA.DB.A4XC.01,9.655775773,10.485779
TCGA.DB.A4XD.01,9.721386332,10.70908381
TCGA.DB.A4XE.01,10.09783462,10.79065802
TCGA.DB.A4XF.01,9.979753855,10.59822003
TCGA.DB.A4XG.01,9.981824119,10.66297984
TCGA.DB.A4XH.01,9.969962045,10.30437414
TCGA.DB.A64L.01,10.28203431,10.63849927
TCGA.DB.A64O.01,10.87173586,11.50137445
TCGA.DB.A64P.01,10.01771317,10.90496572
TCGA.DB.A64Q.01,10.0364896,10.85155386
TCGA.DB.A64R.01,9.990728004,10.61677855
TCGA.DB.A64S.01,9.507061216,11.06810648
TCGA.DB.A64U.01,9.954673252,10.74850316
TCGA.DB.A64V.01,9.866714835,11.22591234
TCGA.DB.A64W.01,9.427775857,10.31059006
TCGA.DB.A64X.01,9.408032466,11.00118298
TCGA.DB.A75K.01,10.09954507,11.35650149
TCGA.DB.A75L.01,9.751808473,10.22459262
TCGA.DB.A75M.01,9.897415911,11.25878978
TCGA.DB.A75O.01,9.700887023,11.51909563
TCGA.DB.A75P.01,10.04634645,11.53461901
TCGA.DH.5140.01,10.17111423,10.71383326
TCGA.DH.5141.01,10.19751159,11.0985322
TCGA.DH.5142.01,9.628879286,11.4219228
TCGA.DH.5143.01,9.967615345,10.95354171
TCGA.DH.5144.01,10.08547246,10.7980019
TCGA.DH.A669.01,10.25041686,11.24209632
TCGA.DH.A66B.01,9.70816309,11.20863065
TCGA.DH.A66D.01,9.79836163,10.86553224
TCGA.DH.A66F.01,10.02004932,10.99116042
TCGA.DH.A66G.01,9.512537029,10.47025214
TCGA.DH.A7UR.01,10.09903215,11.13570929
TCGA.DH.A7US.01,10.17211493,11.13687579
TCGA.DH.A7UT.01,9.970781771,11.22136961
TCGA.DH.A7UU.01,9.844862656,10.30998786
TCGA.DH.A7UV.01,9.736873732,10.96193437
TCGA.DU.5847.01,10.67078016,11.50890398
TCGA.DU.5849.01,10.00095772,10.72621816
TCGA.DU.5851.01,9.778413938,10.55010224
TCGA.DU.5852.01,10.06319282,11.56502589
TCGA.DU.5853.01,9.502875552,10.5861924
TCGA.DU.5854.01,10.55234249,11.32058057
TCGA.DU.5855.01,10.77068867,10.62464926
TCGA.DU.5870.01,9.916991587,10.91672294
TCGA.DU.5871.01,10.01425764,10.73573371
TCGA.DU.5872.01,10.17898846,11.08256821
TCGA.DU.5874.01,10.34478412,10.835782
TCGA.DU.6392.01,9.807541687,11.45152023
TCGA.DU.6393.01,10.40062331,10.61591465
TCGA.DU.6394.01,10.14357454,11.40675242
TCGA.DU.6395.01,10.4329281,11.264208
TCGA.DU.6396.01,10.09965026,11.12382395
TCGA.DU.6397.01,10.18272954,10.97120583
TCGA.DU.6399.01,9.754578559,10.90120631
TCGA.DU.6400.01,10.26766454,10.83435253
TCGA.DU.6401.01,10.1031173,10.39296134
TCGA.DU.6402.01,10.87044178,11.96954841
TCGA.DU.6403.01,10.42488011,11.03644152
TCGA.DU.6404.01,10.69756708,11.01987563
TCGA.DU.6405.01,10.09891375,11.36146682
TCGA.DU.6406.01,10.29039906,11.51545346
TCGA.DU.6407.01,10.45815025,10.90445399
TCGA.DU.6408.01,10.11107045,10.81910931
TCGA.DU.6410.01,10.36836459,10.31692636
TCGA.DU.6542.01,10.01107347,10.92559894
TCGA.DU.7006.01,10.6043957,11.63869836
TCGA.DU.7007.01,10.26997988,11.43060413
TCGA.DU.7008.01,9.694117563,10.78869387
TCGA.DU.7009.01,9.945263854,10.4249011
TCGA.DU.7010.01,9.262623423,10.8963097
TCGA.DU.7011.01,9.625043954,10.93315213
TCGA.DU.7012.01,10.91581964,11.20457726
TCGA.DU.7013.01,10.9343322,11.45669323
TCGA.DU.7014.01,10.09610896,10.83872333
TCGA.DU.7015.01,10.16087986,10.99349747
TCGA.DU.7018.01,9.941072556,10.58305455
TCGA.DU.7019.01,9.66354921,10.90225451
TCGA.DU.7290.01,10.56514969,11.53615006
TCGA.DU.7292.01,9.669092335,11.31681325
TCGA.DU.7294.01,10.04161809,10.5713924
TCGA.DU.7298.01,9.760570265,10.75643957
TCGA.DU.7299.01,9.897362965,10.75240574
TCGA.DU.7300.01,9.736092387,10.66082489
TCGA.DU.7301.01,10.04562317,10.86551677
TCGA.DU.7302.01,9.580916158,10.38303462
TCGA.DU.7304.01,9.938576913,10.52007843
TCGA.DU.7306.01,9.664296163,10.76551817
TCGA.DU.7309.01,9.539023067,10.33467553
TCGA.DU.8158.01,10.31054462,11.36642604
TCGA.DU.8161.01,10.74924094,11.47146692
TCGA.DU.8162.01,9.784358384,10.66634829
TCGA.DU.8163.01,10.24131585,10.77365024
TCGA.DU.8164.01,9.791174287,10.61408405
TCGA.DU.8165.01,10.87786692,11.06770324
TCGA.DU.8166.01,10.18621331,10.69783636
TCGA.DU.8167.01,9.67214597,10.91326343
TCGA.DU.8168.01,10.12558137,10.48481283
TCGA.DU.A5TP.01,9.870304606,11.56625863
TCGA.DU.A5TR.01,10.2422214,11.61793574
TCGA.DU.A5TS.01,9.063694376,11.15165083
TCGA.DU.A5TT.01,10.85259973,11.49060523
TCGA.DU.A5TU.01,9.804456962,10.96608722
TCGA.DU.A5TW.01,10.58660526,10.90712351
TCGA.DU.A5TY.01,11.2058299,11.89933804
TCGA.DU.A6S2.01,9.829115407,10.4810022
TCGA.DU.A6S3.01,9.569399948,10.84810648
TCGA.DU.A6S6.01,10.08565834,10.92728908
TCGA.DU.A6S7.01,9.976850486,10.86241265
TCGA.DU.A6S8.01,10.43210339,11.08213573
TCGA.DU.A76K.01,9.958417864,11.47357892
TCGA.DU.A76L.01,10.56702439,11.78957032
TCGA.DU.A76O.01,9.642860387,11.22144212
TCGA.DU.A76R.01,10.30551459,10.78717613
TCGA.DU.A7T6.01,10.19556906,11.10152271
TCGA.DU.A7T8.01,9.606858586,11.09043004
TCGA.DU.A7TA.01,10.1470777,11.23784332
TCGA.DU.A7TB.01,10.11052246,11.39644423
TCGA.DU.A7TC.01,9.826249749,11.17206491
TCGA.DU.A7TD.01,10.7301814,11.28808743
TCGA.DU.A7TG.01,9.464437519,10.52919627
TCGA.DU.A7TI.01,9.647480013,10.741863
TCGA.DU.A7TJ.01,10.30827076,11.6216032
TCGA.E1.5302.01,9.76845894,10.82084909
TCGA.E1.5303.01,9.814305275,10.93346937
TCGA.E1.5304.01,10.22284319,10.81346056
TCGA.E1.5305.01,10.05349151,10.41264394
TCGA.E1.5307.01,9.744231748,10.24330492
TCGA.E1.5311.01,9.805901835,10.51584765
TCGA.E1.5318.01,9.996205121,10.76884596
TCGA.E1.5319.01,10.24990749,10.72756314
TCGA.E1.5322.01,9.913205078,11.06074321
TCGA.E1.A7YD.01,10.49255424,11.79792492
TCGA.E1.A7YE.01,9.770814183,10.70067379
TCGA.E1.A7YH.01,9.960398763,11.02875561
TCGA.E1.A7YI.01,10.01872875,11.30262179
TCGA.E1.A7YJ.01,10.47570304,11.75628527
TCGA.E1.A7YK.01,9.824115464,11.18748198
TCGA.E1.A7YL.01,10.71323184,12.06291972
TCGA.E1.A7YM.01,10.5951922,11.25912534
TCGA.E1.A7YN.01,10.46608666,11.54039931
TCGA.E1.A7YO.01,9.936474522,10.59692583
TCGA.E1.A7YQ.01,10.38095883,12.2956025
TCGA.E1.A7YS.01,10.36440828,10.64845645
TCGA.E1.A7YU.01,9.520599039,11.28035321
TCGA.E1.A7YV.01,9.826024064,11.09648457
TCGA.E1.A7YW.01,9.818871327,10.89532535
TCGA.E1.A7YY.01,9.726325463,10.8471435
TCGA.E1.A7Z2.01,11.36123102,11.49990068
TCGA.E1.A7Z3.01,9.579146199,11.09005948
TCGA.E1.A7Z4.01,9.925971241,11.16941145
TCGA.E1.A7Z6.01,10.35065194,10.96476683
TCGA.EZ.7264.01,10.5297136,10.64859127
TCGA.F6.A8O3.01,9.850274366,10.9727788
TCGA.F6.A8O4.01,9.799462959,11.11830521
TCGA.FG.5962.01,10.03683298,10.42745952
TCGA.FG.5963.01,10.27851915,11.21325006
TCGA.FG.5964.01,9.53769016,11.2330444
TCGA.FG.5965.01,9.870000917,10.95631807
TCGA.FG.6688.01,10.42287421,11.56591128
TCGA.FG.6689.01,9.734479312,10.88849974
TCGA.FG.6690.01,9.718005361,10.66919511
TCGA.FG.6691.01,10.39639072,10.95844397
TCGA.FG.6692.01,9.931777595,12.09457918
TCGA.FG.7634.01,9.923835534,10.78002296
TCGA.FG.7636.01,9.736256471,11.03520462
TCGA.FG.7637.01,9.995286644,10.26807409
TCGA.FG.7638.01,9.618770904,10.97046544
TCGA.FG.7641.01,9.946980819,10.31779698
TCGA.FG.7643.01,9.888973027,10.80081903
TCGA.FG.8181.01,9.262792528,10.46394323
TCGA.FG.8182.01,10.08393135,10.50928017
TCGA.FG.8185.01,9.753617906,10.95991502
TCGA.FG.8186.01,9.835444106,10.93805785
TCGA.FG.8187.01,10.25875446,10.70311628
TCGA.FG.8188.01,9.672306881,10.91011052
TCGA.FG.8189.01,9.550088766,10.23995647
TCGA.FG.8191.01,10.05278539,10.39569478
TCGA.FG.A4MT.01,10.29590666,11.14632683
TCGA.FG.A4MU.01,10.50457074,11.79114661
TCGA.FG.A4MW.01,10.10938668,11.42609699
TCGA.FG.A4MX.01,8.777271756,10.53130347
TCGA.FG.A4MY.01,9.812196563,10.64421682
TCGA.FG.A60J.01,9.994692855,10.7950331
TCGA.FG.A60K.01,10.10277622,10.74527095
TCGA.FG.A60L.01,8.94245879,11.82764439
TCGA.FG.A6IZ.01,9.230894677,11.95137943
TCGA.FG.A6J1.01,9.219821942,11.68290683
TCGA.FG.A6J3.01,8.717470799,12.12415363
TCGA.FG.A70Y.01,9.824347812,11.04597803
TCGA.FG.A70Z.01,10.28857774,11.87624066
TCGA.FG.A710.01,9.726572402,11.5035326
TCGA.FG.A711.01,9.656457042,11.34210245
TCGA.FG.A713.01,9.624124661,10.58334608
TCGA.FG.A87N.01,9.651109111,11.29598699
TCGA.FG.A87Q.01,10.05969597,11.44100928
TCGA.FN.7833.01,9.606727215,11.15718901
TCGA.HT.7467.01,9.978753353,10.33523402
TCGA.HT.7468.01,9.893955222,10.84812214
TCGA.HT.7469.01,10.11114871,10.40042052
TCGA.HT.7470.01,9.543120777,10.55425308
TCGA.HT.7471.01,10.15204395,10.85191297
TCGA.HT.7472.01,9.900216241,10.97216849
TCGA.HT.7473.01,10.44529425,10.74936666
TCGA.HT.7474.01,9.295199549,10.58863032
TCGA.HT.7475.01,9.647661685,10.58517851
TCGA.HT.7476.01,9.535590324,10.81404566
TCGA.HT.7477.01,9.805447243,10.76925933
TCGA.HT.7478.01,9.469763902,11.14243258
TCGA.HT.7479.01,9.972333659,10.83542674
TCGA.HT.7480.01,9.860619894,10.58146424
TCGA.HT.7481.01,9.766532221,10.42973102
TCGA.HT.7482.01,9.808154945,10.97475156
TCGA.HT.7483.01,9.5866972,10.79308303
TCGA.HT.7485.01,9.885614018,10.90250325
TCGA.HT.7601.01,9.658618522,11.31098193
TCGA.HT.7602.01,9.970911159,10.8880202
TCGA.HT.7603.01,9.489109368,10.89917563
TCGA.HT.7604.01,9.734186294,10.76954035
TCGA.HT.7605.01,9.82534521,10.83238372
TCGA.HT.7606.01,10.00488056,11.12478046
TCGA.HT.7607.01,9.667941784,10.39568407
TCGA.HT.7608.01,10.23178519,11.04433264
TCGA.HT.7609.01,9.816273297,10.82310447
TCGA.HT.7610.01,9.638070216,10.5926439
TCGA.HT.7611.01,9.946748403,10.98213797
TCGA.HT.7616.01,10.05866825,10.70421491
TCGA.HT.7620.01,10.11375519,10.42479615
TCGA.HT.7676.01,9.596767464,11.24494056
TCGA.HT.7677.01,10.23914501,10.60357071
TCGA.HT.7680.01,10.32374159,10.92061338
TCGA.HT.7681.01,9.725361145,10.97933945
TCGA.HT.7684.01,10.17493816,11.59616646
TCGA.HT.7686.01,9.856798994,11.47808703
TCGA.HT.7687.01,10.14829862,10.52784838
TCGA.HT.7688.01,9.796253806,10.24265014
TCGA.HT.7689.01,9.979225105,10.96283095
TCGA.HT.7690.01,9.500630787,11.23285859
TCGA.HT.7691.01,10.01209373,11.60876767
TCGA.HT.7692.01,9.664025881,10.73403214
TCGA.HT.7693.01,10.24149462,10.97617028
TCGA.HT.7694.01,9.659548213,10.45841687
TCGA.HT.7695.01,9.793705717,10.42200167
TCGA.HT.7854.01,9.968508405,10.83471596
TCGA.HT.7855.01,10.22973211,10.65702363
TCGA.HT.7856.01,9.806578621,10.42323149
TCGA.HT.7857.01,10.01124123,11.63686022
TCGA.HT.7858.01,9.867277195,10.79027518
TCGA.HT.7860.01,10.26761772,11.11172254
TCGA.HT.7873.01,9.739139269,10.93358001
TCGA.HT.7874.01,9.701782949,10.39249989
TCGA.HT.7875.01,10.06625068,10.85053848
TCGA.HT.7877.01,9.968018731,10.55864074
TCGA.HT.7879.01,9.764916363,10.64487473
TCGA.HT.7880.01,9.684138458,10.4784764
TCGA.HT.7881.01,9.864083976,10.57737218
TCGA.HT.7882.01,9.876561455,12.0029732
TCGA.HT.7884.01,9.734054163,10.40899838
TCGA.HT.7902.01,10.28135051,10.4695299
TCGA.HT.8010.01,10.34550505,10.7219109
TCGA.HT.8011.01,10.79133385,11.63663821
TCGA.HT.8012.01,10.08430349,10.79968636
TCGA.HT.8013.01,10.44758953,11.19182417
TCGA.HT.8015.01,9.618356134,10.8609628
TCGA.HT.8018.01,9.646254479,11.06385343
TCGA.HT.8019.01,9.374833007,10.38133746
TCGA.HT.8104.01,10.17957325,11.36957554
TCGA.HT.8105.01,10.22680954,10.55765515
TCGA.HT.8106.01,9.831775925,11.24942164
TCGA.HT.8107.01,9.547374635,9.900053176
TCGA.HT.8108.01,9.613841021,10.53340761
TCGA.HT.8109.01,9.865694613,10.38215926
TCGA.HT.8110.01,10.7256304,11.35909614
TCGA.HT.8111.01,9.837839198,10.91938478
TCGA.HT.8113.01,9.53687856,10.13192125
TCGA.HT.8114.01,9.583022576,10.86868368
TCGA.HT.8558.01,9.722068067,10.29365557
TCGA.HT.8563.01,10.05528244,11.82583729
TCGA.HT.8564.01,9.874631002,11.22975614
TCGA.HT.A4DS.01,9.465058209,12.16128307
TCGA.HT.A4DV.01,9.910492832,10.92718536
TCGA.HT.A5R5.01,10.05685444,11.04183708
TCGA.HT.A5R7.01,9.423189462,10.68513422
TCGA.HT.A5R9.01,10.47610824,10.36363105
TCGA.HT.A5RA.01,10.08455596,11.92434118
TCGA.HT.A5RB.01,9.748224723,10.54056398
TCGA.HT.A5RC.01,10.74533819,11.79070281
TCGA.HT.A614.01,9.812814262,10.43026436
TCGA.HT.A615.01,10.27529811,11.36875744
TCGA.HT.A616.01,9.230841853,10.6499118
TCGA.HT.A617.01,10.43282373,11.39698467
TCGA.HT.A618.01,9.452441,10.90810736
TCGA.HT.A61A.01,9.603222037,10.64000085
TCGA.HT.A61B.01,9.326645201,11.76800646
TCGA.HT.A61C.01,10.81387737,12.18586345
TCGA.HT.A74H.01,10.48270714,11.7585522
TCGA.HT.A74J.01,10.15288056,11.08782745
TCGA.HT.A74K.01,9.078769926,12.01455754
TCGA.HT.A74L.01,10.25483966,10.70104649
TCGA.HT.A74O.01,9.286643235,11.80919737
TCGA.HW.7486.01,9.996727686,10.70980756
TCGA.HW.7487.01,9.829583215,10.3858624
TCGA.HW.7489.01,9.55810497,10.69045202
TCGA.HW.7490.01,9.804505363,10.9342511
TCGA.HW.7491.01,9.622891926,10.59259719
TCGA.HW.7493.01,9.604690357,10.66078033
TCGA.HW.7495.01,9.975160124,10.50385555
TCGA.HW.8319.01,9.88501299,10.62708696
TCGA.HW.8320.01,9.856897012,10.72531513
TCGA.HW.8321.01,9.855317013,10.27450628
TCGA.HW.8322.01,10.3014619,10.56277666
TCGA.HW.A5KJ.01,9.250653718,10.74697611
TCGA.HW.A5KK.01,10.07430205,11.2209345
TCGA.HW.A5KL.01,9.636247586,10.53622779
TCGA.HW.A5KM.01,9.578433078,11.60677995
TCGA.IK.7675.01,9.950704606,10.17765623
TCGA.IK.8125.01,9.751200918,10.49363533
TCGA.KT.A74X.01,9.52153959,11.15251936
TCGA.KT.A7W1.01,10.42672601,11.82266642
TCGA.P5.A5ET.01,9.806794481,11.06093906
TCGA.P5.A5EU.01,9.887630362,11.78465938
TCGA.P5.A5EV.01,9.999083936,11.19587045
TCGA.P5.A5EW.01,9.772763233,10.82341501
TCGA.P5.A5EX.01,10.39570549,11.9889864
TCGA.P5.A5EY.01,9.789034729,11.03757441
TCGA.P5.A5EZ.01,10.08610968,10.41633309
TCGA.P5.A5F0.01,10.26835485,10.48211215
TCGA.P5.A5F1.01,9.816897251,11.28660396
TCGA.P5.A5F2.01,10.47925482,10.82880292
TCGA.P5.A5F4.01,9.752447553,10.67101909
TCGA.P5.A5F6.01,9.900743057,12.41056795
TCGA.P5.A72U.01,10.19212017,12.21905959
TCGA.P5.A72W.01,9.571777289,11.280243
TCGA.P5.A72X.01,9.793255395,10.87448193
TCGA.P5.A72Z.01,10.67560425,11.21876906
TCGA.P5.A730.01,9.976707312,10.90985559
TCGA.P5.A731.01,10.00915679,11.41198757
TCGA.P5.A733.01,9.461585855,11.08811907
TCGA.P5.A735.01,9.778701395,11.20103343
TCGA.P5.A736.01,9.9529465,11.45639549
TCGA.P5.A737.01,9.891689545,10.72302947
TCGA.P5.A77W.01,10.06588731,11.02678623
TCGA.P5.A77X.01,10.43632636,10.84070712
TCGA.P5.A780.01,9.82014864,10.86007822
TCGA.P5.A781.01,10.15300728,11.02336626
TCGA.QH.A65R.01,9.871877523,11.0468989
TCGA.QH.A65S.01,9.831720514,11.31603823
TCGA.QH.A65V.01,10.07920475,11.33853027
TCGA.QH.A65X.01,9.400095985,11.95048664
TCGA.QH.A65Z.01,9.914415032,11.00160523
TCGA.QH.A6CS.01,10.83777771,11.45650843
TCGA.QH.A6CU.01,10.12236212,11.49592996
TCGA.QH.A6CV.01,10.75052276,12.90601682
TCGA.QH.A6CW.01,9.554876595,11.07974477
TCGA.QH.A6CX.01,9.964573355,11.52865434
TCGA.QH.A6CY.01,9.633309503,10.88653491
TCGA.QH.A6CZ.01,10.11427592,10.687953
TCGA.QH.A6X3.01,9.771642975,10.66646369
TCGA.QH.A6X4.01,10.0677839,11.03809592
TCGA.QH.A6X5.01,9.960691248,11.09844667
TCGA.QH.A6X8.01,9.746109504,11.1581426
TCGA.QH.A6X9.01,10.17170223,10.58474646
TCGA.QH.A6XA.01,9.631588156,11.06574597
TCGA.QH.A6XC.01,10.18375943,11.87323646
TCGA.QH.A86X.01,10.13514492,11.00040852
TCGA.QH.A870.01,10.490179,11.12450908
TCGA.R8.A6MK.01,9.97953952,11.14349164
TCGA.R8.A6ML.01,9.898528835,11.08095073
TCGA.R8.A6MO.01,9.896341487,11.20145008
TCGA.R8.A6YH.01,10.02225683,11.04458537
TCGA.RY.A83X.01,10.03116358,10.94753467
TCGA.RY.A83Y.01,9.549996389,11.43345504
TCGA.RY.A83Z.01,9.542457335,11.37101426
TCGA.RY.A840.01,10.78607355,11.09724866
TCGA.RY.A843.01,9.555908161,10.67014281
TCGA.RY.A845.01,10.26177761,11.01412511
TCGA.RY.A847.01,10.11491355,10.85549923
TCGA.S9.A6TS.01,9.635562145,11.19171932
TCGA.S9.A6TU.01,9.888578882,10.92137236
TCGA.S9.A6TV.01,9.806965213,11.33630013
TCGA.S9.A6TW.01,9.782503579,11.0317839
TCGA.S9.A6TX.01,10.04345114,10.90204342
TCGA.S9.A6TY.01,10.33089448,10.4450045
TCGA.S9.A6TZ.01,10.17588633,10.68435415
TCGA.S9.A6U0.01,9.774050702,11.79598281
TCGA.S9.A6U1.01,9.772893515,11.05226916
TCGA.S9.A6U2.01,10.07551926,11.04999145
TCGA.S9.A6U5.01,10.03065334,11.37510461
TCGA.S9.A6U6.01,9.735508638,10.9475858
TCGA.S9.A6U8.01,10.1718273,10.93085559
TCGA.S9.A6U9.01,9.866496939,11.07842437
TCGA.S9.A6UA.01,9.849226806,12.10703068
TCGA.S9.A6UB.01,10.2570342,10.94383344
TCGA.S9.A6WD.01,10.26007272,10.94579496
TCGA.S9.A6WE.01,10.07775037,11.12788473
TCGA.S9.A6WG.01,9.452020855,11.20698381
TCGA.S9.A6WH.01,10.54631572,10.99984501
TCGA.S9.A6WI.01,9.396790992,10.54487752
TCGA.S9.A6WL.01,9.945477489,10.85601305
TCGA.S9.A6WM.01,11.40923181,12.07683563
TCGA.S9.A6WN.01,10.21377254,11.72544721
TCGA.S9.A6WO.01,9.906021711,10.92863681
TCGA.S9.A6WP.01,9.981353216,11.25355206
TCGA.S9.A6WQ.01,9.880699298,11.21093307
TCGA.S9.A7IQ.01,9.720126238,10.626941
TCGA.S9.A7IS.01,9.771609964,11.65782308
TCGA.S9.A7IX.01,10.35083976,11.84510973
TCGA.S9.A7IY.01,10.18044378,11.33966631
TCGA.S9.A7IZ.01,10.28975379,10.99787807
TCGA.S9.A7J0.01,9.838157612,10.70090782
TCGA.S9.A7J1.01,10.14136637,10.85609867
TCGA.S9.A7J2.01,9.943768987,10.79918447
TCGA.S9.A7J3.01,10.16897291,10.95338166
TCGA.S9.A7QW.01,9.573349909,11.02630211
TCGA.S9.A7QX.01,9.754545155,11.16390121
TCGA.S9.A7QY.01,9.893246917,10.87565721
TCGA.S9.A7QZ.01,10.13692705,10.68784805
TCGA.S9.A7R1.01,10.01726776,10.77730464
TCGA.S9.A7R2.01,10.823622,11.43750241
TCGA.S9.A7R3.01,10.18501167,11.10751788
TCGA.S9.A7R4.01,9.818270598,10.80331585
TCGA.S9.A7R7.01,9.932430328,11.73990294
TCGA.S9.A7R8.01,10.3317791,10.68156346
TCGA.S9.A89V.01,10.39855132,10.98692284
TCGA.S9.A89Z.01,9.94142034,11.6593047
TCGA.TM.A7C3.01,10.9293102,12.45316773
TCGA.TM.A7C4.01,9.394447689,10.76297162
TCGA.TM.A7C5.01,9.746992901,10.94989235
TCGA.TM.A7CA.01,9.910894524,10.82704889
TCGA.TM.A7CF.01,9.869837485,10.70357486
TCGA.TM.A84B.01,10.61214973,11.49002352
TCGA.TM.A84C.01,9.752847252,11.69279419
TCGA.TM.A84F.01,9.454784566,11.31194694
TCGA.TM.A84G.01,10.0802979,11.00115482
TCGA.TM.A84H.01,10.51739381,10.61371581
TCGA.TM.A84I.01,10.17269002,10.87835751
TCGA.TM.A84J.01,9.610676073,10.79878769
TCGA.TM.A84L.01,9.836372321,10.88607758
TCGA.TM.A84M.01,10.52484531,10.49579508
TCGA.TM.A84O.01,10.11086171,11.03545208
TCGA.TM.A84Q.01,10.01991037,11.35060774
TCGA.TM.A84R.01,9.522236263,10.45998482
TCGA.TM.A84S.01,9.732944118,10.96202116
TCGA.TM.A84T.01,9.744283894,11.02828597
TCGA.TQ.A7RF.01,10.63422115,11.5295428
TCGA.TQ.A7RG.01,9.993377166,11.03286536
TCGA.TQ.A7RH.01,10.15807947,11.00270955
TCGA.TQ.A7RI.01,10.74580035,10.90021775
TCGA.TQ.A7RJ.01,9.883513905,10.95725443
TCGA.TQ.A7RK.01,9.648116663,11.19151577
TCGA.TQ.A7RM.01,10.0695169,10.26369173
TCGA.TQ.A7RN.01,10.39700072,10.79561761
TCGA.TQ.A7RO.01,9.912591488,10.80505057
TCGA.TQ.A7RP.01,10.35322403,11.3818133
TCGA.TQ.A7RQ.01,10.01858967,10.52088382
TCGA.TQ.A7RR.01,10.3375996,10.94574376
TCGA.TQ.A7RS.01,10.24040974,11.12008232
TCGA.TQ.A7RU.01,9.983335675,11.12334546
TCGA.TQ.A7RV.01,9.800328855,10.7490733
TCGA.TQ.A7RW.01,10.02458564,10.94722781
TCGA.TQ.A8XE.01,10.17255252,11.1766656
TCGA.VM.A8C8.01,10.03328533,11.17417044
TCGA.VM.A8C9.01,9.123562741,12.80500218
TCGA.VM.A8CA.01,10.08140355,11.72646937
TCGA.VM.A8CB.01,10.36483503,10.95394178
TCGA.VM.A8CD.01,9.964621004,11.81248218
TCGA.VM.A8CE.01,10.00115482,11.01182127
TCGA.VM.A8CF.01,9.677245712,11.52768225
TCGA.VM.A8CH.01,9.687739592,11.04470831
TCGA.VV.A829.01,10.12395325,11.01696146
TCGA.VV.A86M.01,9.87267488,11.06569886
TCGA.VW.A7QS.01,10.09759763,11.51162419
TCGA.VW.A8FI.01,9.535187879,11.70060011
TCGA.W9.A837.01,9.825952538,10.86758763
TCGA.WH.A86K.01,9.448979392,10.90106298
TCGA.WY.A858.01,9.720832505,11.36030391
TCGA.WY.A859.01,9.602247894,11.28533286
TCGA.WY.A85A.01,9.474786858,10.84595258
TCGA.WY.A85B.01,9.763529426,10.94672355
TCGA.WY.A85C.01,10.09700498,10.71741082
TCGA.WY.A85D.01,9.707862952,10.73023236
TCGA.WY.A85E.01,9.935468588,10.66079816
